source,target,edge_type,weight,fraud_type
UDYAM-TN-11-21-0683819,UDYAM-TN-06-23-0400989,fraud_transaction,0.9,round_tripping
UDYAM-TN-31-21-0639363,UDYAM-TN-17-21-0909435,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-04-21-0400366,UDYAM-TN-19-22-0393050,fraud_transaction,0.9,round_tripping
UDYAM-TN-34-23-0668883,UDYAM-TN-34-23-0101973,fraud_transaction,0.9,round_tripping
UDYAM-TN-24-22-0968861,UDYAM-TN-10-23-0999430,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-15-22-0424967,UDYAM-TN-15-20-0446784,fraud_transaction,0.9,round_tripping
UDYAM-TN-28-22-0021839,UDYAM-TN-07-21-0096493,fraud_transaction,0.9,misdescription
UDYAM-TN-05-20-0270380,UDYAM-TN-19-20-0562090,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-18-23-0508282,UDYAM-TN-19-23-0983209,fraud_transaction,0.9,under_invoicing
UDYAM-TN-10-23-0372971,UDYAM-TN-19-23-0614896,fraud_transaction,0.9,over_invoicing
UDYAM-TN-08-22-0281234,UDYAM-TN-11-20-0583070,fraud_transaction,0.9,over_invoicing
UDYAM-TN-16-23-0391081,UDYAM-TN-21-20-0684321,fraud_transaction,0.9,round_tripping
UDYAM-TN-38-20-0531923,UDYAM-TN-12-23-0006834,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-14-21-0572968,UDYAM-TN-07-23-0657068,fraud_transaction,0.9,over_invoicing
UDYAM-TN-27-22-0875652,UDYAM-TN-28-21-0157937,fraud_transaction,0.9,misdescription
UDYAM-TN-13-20-0250445,UDYAM-TN-16-22-0154312,fraud_transaction,0.9,over_invoicing
UDYAM-TN-04-23-0425643,UDYAM-TN-12-21-0216771,fraud_transaction,0.9,under_invoicing
UDYAM-TN-03-20-0244295,UDYAM-TN-19-21-0536579,fraud_transaction,0.9,misdescription
UDYAM-TN-32-23-0434167,UDYAM-TN-13-20-0201808,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-16-23-0905663,UDYAM-TN-21-23-0774416,fraud_transaction,0.9,over_invoicing
UDYAM-TN-29-22-0332509,UDYAM-TN-26-23-0844014,fraud_transaction,0.9,over_invoicing
UDYAM-TN-20-21-0737412,UDYAM-TN-18-23-0546110,fraud_transaction,0.9,round_tripping
UDYAM-TN-23-20-0005622,UDYAM-TN-08-23-0787875,fraud_transaction,0.9,under_invoicing
UDYAM-TN-35-21-0415130,UDYAM-TN-20-23-0270143,fraud_transaction,0.9,round_tripping
UDYAM-TN-34-23-0212843,UDYAM-TN-10-23-0375482,fraud_transaction,0.9,under_invoicing
UDYAM-TN-30-21-0026971,UDYAM-TN-29-21-0715180,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-01-22-0961412,UDYAM-TN-01-22-0826495,fraud_transaction,0.9,under_invoicing
UDYAM-TN-11-23-0109923,UDYAM-TN-20-22-0731218,fraud_transaction,0.9,round_tripping
UDYAM-TN-11-22-0799596,UDYAM-TN-11-21-0580108,fraud_transaction,0.9,under_invoicing
UDYAM-TN-33-22-0079533,UDYAM-TN-14-20-0742471,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-19-21-0536579,UDYAM-TN-01-22-0204639,fraud_transaction,0.9,round_tripping
UDYAM-TN-17-21-0881453,UDYAM-TN-12-23-0928943,fraud_transaction,0.9,misdescription
UDYAM-TN-27-23-0110473,UDYAM-TN-13-21-0696070,fraud_transaction,0.9,over_invoicing
UDYAM-TN-34-22-0520567,UDYAM-TN-29-22-0332509,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-10-22-0117518,UDYAM-TN-38-23-0606985,fraud_transaction,0.9,under_invoicing
UDYAM-TN-15-21-0547403,UDYAM-TN-03-21-0606116,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-15-23-0866265,UDYAM-TN-31-22-0803166,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-11-22-0326776,UDYAM-TN-05-21-0962335,fraud_transaction,0.9,over_invoicing
UDYAM-TN-36-20-0403117,UDYAM-TN-15-22-0690686,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-12-20-0264743,UDYAM-TN-16-20-0943915,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-07-21-0096493,UDYAM-TN-24-21-0989605,fraud_transaction,0.9,misdescription
UDYAM-TN-34-23-0955844,UDYAM-TN-36-23-0384658,fraud_transaction,0.9,round_tripping
UDYAM-TN-05-20-0489883,UDYAM-TN-17-20-0622775,fraud_transaction,0.9,under_invoicing
UDYAM-TN-12-23-0047458,UDYAM-TN-21-20-0827844,fraud_transaction,0.9,over_invoicing
UDYAM-TN-37-22-0719620,UDYAM-TN-32-21-0278124,fraud_transaction,0.9,over_invoicing
UDYAM-TN-25-23-0216930,UDYAM-TN-31-21-0666319,fraud_transaction,0.9,misdescription
UDYAM-TN-32-21-0600874,UDYAM-TN-29-22-0332509,fraud_transaction,0.9,over_invoicing
UDYAM-TN-34-22-0327116,UDYAM-TN-20-22-0731218,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-18-21-0550197,UDYAM-TN-10-23-0372971,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-31-23-0599560,UDYAM-TN-35-22-0549595,fraud_transaction,0.9,under_invoicing
UDYAM-TN-35-22-0341920,UDYAM-TN-04-23-0425643,fraud_transaction,0.9,over_invoicing
UDYAM-TN-13-22-0117297,UDYAM-TN-36-22-0921937,fraud_transaction,0.9,under_invoicing
UDYAM-TN-12-21-0379819,UDYAM-TN-34-23-0869794,fraud_transaction,0.9,round_tripping
UDYAM-TN-04-23-0285018,UDYAM-TN-08-21-0731219,fraud_transaction,0.9,misdescription
UDYAM-TN-22-21-0934951,UDYAM-TN-08-20-0468642,fraud_transaction,0.9,over_invoicing
UDYAM-TN-34-21-0668934,UDYAM-TN-34-22-0068730,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-34-22-0041185,UDYAM-TN-16-20-0285694,fraud_transaction,0.9,under_invoicing
UDYAM-TN-01-20-0704136,UDYAM-TN-20-22-0731218,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-30-21-0794546,UDYAM-TN-27-20-0526125,fraud_transaction,0.9,under_invoicing
UDYAM-TN-32-22-0111523,UDYAM-TN-38-20-0531923,fraud_transaction,0.9,round_tripping
UDYAM-TN-33-22-0079533,UDYAM-TN-36-22-0439678,fraud_transaction,0.9,round_tripping
UDYAM-TN-20-22-0686455,UDYAM-TN-04-21-0870785,fraud_transaction,0.9,under_invoicing
UDYAM-TN-10-21-0198599,UDYAM-TN-32-20-0538312,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-20-0664300,UDYAM-TN-06-21-0266974,fraud_transaction,0.9,misdescription
UDYAM-TN-20-22-0731218,UDYAM-TN-19-23-0752377,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-36-20-0062388,UDYAM-TN-19-20-0590307,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-23-0943932,UDYAM-TN-07-23-0955491,fraud_transaction,0.9,over_invoicing
UDYAM-TN-28-23-0896497,UDYAM-TN-36-20-0157129,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-28-20-0276390,UDYAM-TN-16-23-0671309,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-36-23-0384658,UDYAM-TN-24-22-0755251,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-22-0686551,UDYAM-TN-04-20-0538585,fraud_transaction,0.9,misdescription
UDYAM-TN-28-22-0633971,UDYAM-TN-27-20-0137789,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-25-20-0515712,UDYAM-TN-25-20-0306025,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-20-21-0984290,UDYAM-TN-15-22-0007362,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-22-0518102,UDYAM-TN-10-23-0552892,fraud_transaction,0.9,round_tripping
UDYAM-TN-17-21-0160774,UDYAM-TN-24-23-0730688,fraud_transaction,0.9,over_invoicing
UDYAM-TN-31-20-0345850,UDYAM-TN-35-21-0415130,fraud_transaction,0.9,over_invoicing
UDYAM-TN-07-23-0576465,UDYAM-TN-16-20-0763184,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-20-0489350,UDYAM-TN-20-21-0122624,fraud_transaction,0.9,round_tripping
UDYAM-TN-17-21-0422425,UDYAM-TN-21-22-0603683,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-25-20-0004627,UDYAM-TN-11-22-0501425,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-01-20-0221021,UDYAM-TN-15-20-0682029,fraud_transaction,0.9,over_invoicing
UDYAM-TN-20-21-0125246,UDYAM-TN-24-23-0730688,fraud_transaction,0.9,round_tripping
UDYAM-TN-17-20-0934892,UDYAM-TN-04-23-0464388,fraud_transaction,0.9,under_invoicing
UDYAM-TN-18-23-0455399,UDYAM-TN-05-20-0909539,fraud_transaction,0.9,over_invoicing
UDYAM-TN-34-22-0327116,UDYAM-TN-09-23-0837987,fraud_transaction,0.9,misdescription
UDYAM-TN-06-22-0840884,UDYAM-TN-16-23-0391081,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-23-0866265,UDYAM-TN-15-22-0424967,fraud_transaction,0.9,round_tripping
UDYAM-TN-34-22-0893577,UDYAM-TN-26-20-0779779,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-34-23-0101973,UDYAM-TN-06-23-0400989,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-23-0182993,UDYAM-TN-34-20-0926735,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-23-20-0400834,UDYAM-TN-14-23-0216780,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-01-22-0344407,UDYAM-TN-01-22-0801675,fraud_transaction,0.9,round_tripping
UDYAM-TN-19-21-0813977,UDYAM-TN-04-23-0285018,fraud_transaction,0.9,round_tripping
UDYAM-TN-01-22-0204639,UDYAM-TN-27-20-0787888,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-03-23-0479633,UDYAM-TN-04-22-0998079,fraud_transaction,0.9,round_tripping
UDYAM-TN-11-20-0922356,UDYAM-TN-31-23-0599560,fraud_transaction,0.9,over_invoicing
UDYAM-TN-22-20-0937137,UDYAM-TN-16-21-0637601,fraud_transaction,0.9,round_tripping
UDYAM-TN-26-23-0736320,UDYAM-TN-12-20-0941896,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-23-0715068,UDYAM-TN-25-20-0515712,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-35-21-0647481,UDYAM-TN-22-20-0469090,fraud_transaction,0.9,under_invoicing
UDYAM-TN-36-22-0439678,UDYAM-TN-05-20-0270380,fraud_transaction,0.9,under_invoicing
UDYAM-TN-18-23-0284425,UDYAM-TN-03-22-0978711,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-08-23-0646480,UDYAM-TN-25-20-0004627,fraud_transaction,0.9,misdescription
UDYAM-TN-26-20-0026585,UDYAM-TN-16-20-0991022,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-20-20-0676446,UDYAM-TN-30-21-0398607,fraud_transaction,0.9,round_tripping
UDYAM-TN-29-22-0510422,UDYAM-TN-20-23-0043890,fraud_transaction,0.9,under_invoicing
UDYAM-TN-21-22-0603683,UDYAM-TN-28-21-0157937,fraud_transaction,0.9,under_invoicing
UDYAM-TN-25-23-0632339,UDYAM-TN-01-20-0599071,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-23-0764346,UDYAM-TN-01-22-0344407,fraud_transaction,0.9,round_tripping
UDYAM-TN-37-20-0275622,UDYAM-TN-27-20-0473744,fraud_transaction,0.9,round_tripping
UDYAM-TN-13-22-0873391,UDYAM-TN-20-22-0731218,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-37-23-0447350,UDYAM-TN-15-23-0170640,fraud_transaction,0.9,round_tripping
UDYAM-TN-31-22-0803166,UDYAM-TN-30-20-0477715,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-07-20-0863618,UDYAM-TN-21-21-0794465,fraud_transaction,0.9,under_invoicing
UDYAM-TN-13-20-0250445,UDYAM-TN-33-20-0409421,fraud_transaction,0.9,over_invoicing
UDYAM-TN-04-22-0970741,UDYAM-TN-11-21-0683819,fraud_transaction,0.9,round_tripping
UDYAM-TN-12-22-0042494,UDYAM-TN-19-20-0298052,fraud_transaction,0.9,under_invoicing
UDYAM-TN-37-20-0284410,UDYAM-TN-09-22-0093529,fraud_transaction,0.9,over_invoicing
UDYAM-TN-36-23-0014599,UDYAM-TN-07-21-0264179,fraud_transaction,0.9,misdescription
UDYAM-TN-29-22-0510422,UDYAM-TN-04-23-0581024,fraud_transaction,0.9,over_invoicing
UDYAM-TN-06-21-0508596,UDYAM-TN-26-22-0443805,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-21-0627357,UDYAM-TN-15-23-0764346,fraud_transaction,0.9,round_tripping
UDYAM-TN-25-20-0126836,UDYAM-TN-22-20-0091630,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-13-20-0201808,UDYAM-TN-08-20-0468642,fraud_transaction,0.9,under_invoicing
UDYAM-TN-04-20-0252814,UDYAM-TN-34-22-0076055,fraud_transaction,0.9,under_invoicing
UDYAM-TN-01-20-0221021,UDYAM-TN-38-20-0531923,fraud_transaction,0.9,over_invoicing
UDYAM-TN-01-22-0801675,UDYAM-TN-23-20-0326767,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-14-23-0223425,UDYAM-TN-30-23-0960548,fraud_transaction,0.9,misdescription
UDYAM-TN-32-21-0600874,UDYAM-TN-02-20-0476284,fraud_transaction,0.9,under_invoicing
UDYAM-TN-18-23-0284425,UDYAM-TN-22-22-0907473,fraud_transaction,0.9,round_tripping
UDYAM-TN-07-22-0478092,UDYAM-TN-32-20-0074302,fraud_transaction,0.9,under_invoicing
UDYAM-TN-37-22-0719620,UDYAM-TN-36-22-0439678,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-10-23-0180448,UDYAM-TN-20-23-0072989,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-08-22-0614229,UDYAM-TN-14-21-0575463,fraud_transaction,0.9,misdescription
UDYAM-TN-09-21-0508519,UDYAM-TN-22-20-0446303,fraud_transaction,0.9,under_invoicing
UDYAM-TN-36-22-0927676,UDYAM-TN-12-21-0913561,fraud_transaction,0.9,under_invoicing
UDYAM-TN-34-23-0212843,UDYAM-TN-28-21-0268738,fraud_transaction,0.9,under_invoicing
UDYAM-TN-07-22-0478092,UDYAM-TN-25-22-0221035,fraud_transaction,0.9,under_invoicing
UDYAM-TN-06-22-0028784,UDYAM-TN-04-21-0400366,fraud_transaction,0.9,misdescription
UDYAM-TN-13-21-0865598,UDYAM-TN-35-22-0549595,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-20-20-0669738,UDYAM-TN-22-20-0469090,fraud_transaction,0.9,under_invoicing
UDYAM-TN-10-21-0273485,UDYAM-TN-20-21-0125246,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-13-21-0880818,UDYAM-TN-04-20-0694197,fraud_transaction,0.9,under_invoicing
UDYAM-TN-26-21-0804447,UDYAM-TN-20-20-0141934,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-06-23-0540660,UDYAM-TN-25-23-0978167,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-08-22-0614229,UDYAM-TN-03-23-0519393,fraud_transaction,0.9,over_invoicing
UDYAM-TN-03-21-0398731,UDYAM-TN-19-23-0983209,fraud_transaction,0.9,misdescription
UDYAM-TN-23-21-0736578,UDYAM-TN-35-22-0686551,fraud_transaction,0.9,misdescription
UDYAM-TN-05-20-0173983,UDYAM-TN-27-21-0725941,fraud_transaction,0.9,under_invoicing
UDYAM-TN-05-20-0267542,UDYAM-TN-02-21-0133363,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-21-0215830,UDYAM-TN-09-23-0231344,fraud_transaction,0.9,round_tripping
UDYAM-TN-37-20-0275622,UDYAM-TN-09-21-0697135,fraud_transaction,0.9,under_invoicing
UDYAM-TN-32-22-0984237,UDYAM-TN-02-23-0845329,fraud_transaction,0.9,round_tripping
UDYAM-TN-04-21-0870785,UDYAM-TN-35-23-0140935,fraud_transaction,0.9,round_tripping
UDYAM-TN-20-22-0816635,UDYAM-TN-27-21-0105707,fraud_transaction,0.9,over_invoicing
UDYAM-TN-23-23-0307482,UDYAM-TN-22-21-0934951,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-26-20-0543726,UDYAM-TN-03-22-0204223,fraud_transaction,0.9,under_invoicing
UDYAM-TN-23-22-0652725,UDYAM-TN-36-22-0439678,fraud_transaction,0.9,round_tripping
UDYAM-TN-15-23-0414564,UDYAM-TN-15-20-0446784,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-22-0755851,UDYAM-TN-08-21-0373819,fraud_transaction,0.9,misdescription
UDYAM-TN-21-22-0603683,UDYAM-TN-34-23-0657194,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-06-21-0508596,UDYAM-TN-14-22-0595808,fraud_transaction,0.9,round_tripping
UDYAM-TN-08-21-0373819,UDYAM-TN-38-20-0803967,fraud_transaction,0.9,misdescription
UDYAM-TN-34-20-0053972,UDYAM-TN-26-23-0736320,fraud_transaction,0.9,misdescription
UDYAM-TN-05-21-0577886,UDYAM-TN-23-23-0307482,fraud_transaction,0.9,under_invoicing
UDYAM-TN-01-23-0305591,UDYAM-TN-19-20-0562090,fraud_transaction,0.9,over_invoicing
UDYAM-TN-25-20-0137699,UDYAM-TN-36-23-0384658,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-33-22-0326169,UDYAM-TN-14-21-0572968,fraud_transaction,0.9,over_invoicing
UDYAM-TN-31-23-0180663,UDYAM-TN-14-23-0223425,fraud_transaction,0.9,round_tripping
UDYAM-TN-25-23-0978167,UDYAM-TN-10-22-0589952,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-09-23-0210934,UDYAM-TN-05-21-0540684,fraud_transaction,0.9,under_invoicing
UDYAM-TN-23-22-0135194,UDYAM-TN-28-21-0288097,fraud_transaction,0.9,over_invoicing
